smoking,gender,age,education,weight,height,bmi
no,male,19,Some college / AA,55.2,170.6,19.0
no,female,57,College or above,91.7,169.7,31.8
no,male,57,HS or GED,93.2,180.3,28.7
no,female,63,Some college / AA,62.8,150.3,27.8
no,male,45,College or above,77.4,178.4,24.3
yes,male,62,Some college / AA,81.34267560889516,166.1428344791116,29.382197103497
no,male,53,Some college / AA,64.8,172.0,21.9
no,female,19,Some college / AA,89.5,158.7,35.5
no,female,50,HS or GED,70.9,156.2,29.1
no,female,80,Some college / AA,64.1,150.1,28.5
no,male,29,College or above,70.0,170.5,24.1
yes,female,80,Some college / AA,54.4,150.1,24.1
no,male,63,Some college / AA,83.3,176.5,26.7
yes,male,50,Some college / AA,128.3,178.8,40.1
no,male,42,College or above,76.7,172.1,25.9
yes,female,45,HS or GED,71.1,169.3,24.8
no,male,38,HS or GED,69.0,174.8,22.6
yes,male,68,Some college / AA,75.0,173.0,25.1
no,female,24,Some college / AA,54.9,151.1,24.0
no,male,34,HS or GED,81.34267560889516,166.1428344791116,29.382197103497
no,male,27,HS or GED,91.6,155.6,37.8
no,male,35,9-11th grade,76.7,171.5,26.1
no,male,18,Some college / AA,50.1,168.3,17.7
no,female,44,College or above,62.1,157.1,25.2
yes,female,57,Some college / AA,77.1,163.4,28.9
no,female,55,HS or GED,94.7,163.4,35.5
no,female,24,College or above,81.4,158.3,32.5
no,female,33,College or above,44.9,148.2,20.4
yes,female,35,Some college / AA,120.4,169.9,41.7
yes,male,59,9-11th grade,90.4,161.7,34.6
no,male,54,Some college / AA,109.0,181.9,32.9
no,female,40,Some college / AA,61.4,156.4,25.1
yes,female,29,Some college / AA,70.8,170.8,24.3
no,male,80,Some college / AA,83.5,179.4,25.9
no,male,19,Some college / AA,118.9,180.8,36.4
no,female,29,College or above,59.5,154.7,24.9
yes,male,57,HS or GED,81.0,166.4,29.3
no,female,27,College or above,53.7,162.2,20.4
yes,male,40,Some college / AA,56.6,164.2,21.0
no,female,80,HS or GED,45.7,144.1,22.0
no,female,55,9-11th grade,85.0,160.2,33.1
no,female,27,College or above,66.7,162.4,25.3
no,male,64,College or above,75.5,174.0,24.9
yes,male,23,HS or GED,65.1,178.7,20.4
no,female,43,College or above,88.6,155.6,36.6
no,male,26,College or above,92.3,178.6,28.9
yes,female,41,HS or GED,92.1,163.0,34.7
no,female,69,HS or GED,58.7,153.3,25.0
yes,female,47,Some college / AA,117.0,161.8,44.7
yes,male,54,HS or GED,89.3,164.4,33.0
yes,female,21,Some college / AA,58.7,164.0,21.8
yes,female,66,Some college / AA,67.6,171.8,22.9
yes,female,29,HS or GED,50.5,161.6,19.3
yes,male,25,Some college / AA,84.3,179.5,26.2
yes,male,49,HS or GED,108.5,180.3,33.4
yes,female,54,HS or GED,80.3,160.1,31.3
no,male,26,College or above,80.9,174.5,26.6
no,male,80,College or above,89.2,171.7,30.3
no,male,30,College or above,97.4,185.3,28.4
yes,male,80,Some college / AA,91.7,168.8,32.2
yes,male,28,9-11th grade,100.0,170.5,34.4
yes,female,58,HS or GED,66.9,164.4,24.8
yes,male,24,HS or GED,75.8,157.0,30.8
no,male,34,9-11th grade,81.34267560889516,166.1428344791116,29.382197103497
no,female,57,Some college / AA,89.5,166.2,32.4
yes,male,47,9-11th grade,77.9,177.2,24.8
no,male,42,Some college / AA,88.7,168.0,31.4
no,female,59,College or above,103.8,180.0,32.0
no,female,80,HS or GED,80.4,151.6,35.0
no,female,32,9-11th grade,100.8,159.9,39.4
yes,male,23,Some college / AA,119.8,171.0,41.0
yes,female,57,College or above,71.2,169.3,24.8
yes,male,22,Some college / AA,78.4,179.4,24.4
no,male,25,College or above,71.3,174.6,23.4
no,female,54,9-11th grade,107.4,161.3,41.3
no,male,24,College or above,84.3,185.8,24.4
no,female,59,Some college / AA,80.3,158.1,32.1
no,female,40,College or above,72.2,164.3,26.7
no,female,45,Some college / AA,79.5,153.3,33.8
yes,male,80,Some college / AA,51.3,167.7,18.2
yes,male,41,College or above,102.9,176.0,33.2
yes,male,37,9-11th grade,81.9,184.1,24.2
no,female,45,Some college / AA,116.1,167.0,41.6
no,female,43,Some college / AA,58.3,155.2,24.2
no,female,29,HS or GED,73.1,168.1,25.9
yes,male,79,Some college / AA,103.8,170.3,35.8
no,female,33,College or above,63.2,153.9,26.7
no,female,52,Some college / AA,70.6,163.2,26.5
no,female,76,College or above,63.0,153.1,26.9
no,female,18,Some college / AA,84.3,170.0,29.2
yes,male,65,HS or GED,112.7,175.3,36.7
no,female,62,HS or GED,65.1,159.5,25.6
yes,male,50,College or above,108.0,185.4,31.4
no,female,34,Some college / AA,44.2,157.3,17.9
yes,male,32,Some college / AA,84.1,183.1,25.1
no,male,26,HS or GED,104.6,168.2,37.0
no,female,65,HS or GED,61.9,159.0,24.5
yes,male,66,College or above,83.6,176.2,26.9
yes,male,72,9-11th grade,76.5,163.2,28.7
no,female,49,College or above,71.5,155.0,29.8
yes,male,58,College or above,129.5,187.2,37.0
yes,male,80,Some college / AA,89.1,169.0,31.2
yes,male,72,Some college / AA,76.9,173.3,25.6
yes,male,59,HS or GED,104.0,183.6,30.9
no,male,31,College or above,77.0,180.3,23.7
no,female,49,Some college / AA,55.0,170.9,18.8
no,male,27,Some college / AA,77.5,169.2,27.1
yes,male,46,HS or GED,116.1,164.6,42.9
no,female,30,9-11th grade,57.7,150.6,25.4
no,male,40,College or above,97.7,189.4,27.2
no,male,69,College or above,70.5,165.7,25.7
no,male,74,College or above,120.5,184.8,35.3
no,female,80,HS or GED,116.4,162.3,44.2
no,male,63,Some college / AA,68.5,164.4,25.3
no,female,19,Some college / AA,94.8,161.2,36.5
no,female,79,Some college / AA,73.3,154.9,30.5
no,female,56,College or above,72.6,150.5,32.1
yes,male,40,College or above,82.4,188.6,23.2
no,female,34,9-11th grade,68.3,155.8,28.1
no,male,27,College or above,70.0,182.3,21.1
no,female,33,Some college / AA,107.4,164.2,39.8
yes,male,65,HS or GED,82.7,170.3,28.5
yes,male,80,College or above,75.8,166.5,27.3
no,female,29,Some college / AA,98.8,164.6,36.5
yes,female,54,HS or GED,62.2,154.2,26.2
yes,female,22,College or above,88.4,160.3,34.4
no,female,55,HS or GED,77.9,145.1,37.0
no,male,55,Some college / AA,89.6,183.7,26.6
no,female,70,Some college / AA,68.9,157.7,27.7
yes,male,80,Some college / AA,114.2,174.5,37.5
no,male,55,9-11th grade,88.1,177.2,28.1
no,female,52,9-11th grade,68.9,148.8,31.1
yes,male,62,HS or GED,79.6,170.6,27.3
yes,female,25,Some college / AA,48.9,148.8,22.1
no,male,26,HS or GED,81.8,164.0,30.4
no,female,61,Some college / AA,44.9,155.0,18.7
no,female,50,Some college / AA,77.4,156.2,31.7
no,male,40,Some college / AA,66.7,167.6,23.7
yes,female,36,College or above,85.1,169.1,29.8
no,male,62,HS or GED,89.0,169.1,31.1
no,female,31,College or above,71.5,167.0,25.6
yes,male,80,HS or GED,110.9,174.9,36.3
no,female,25,College or above,85.3,167.5,30.4
yes,female,56,College or above,78.1,160.7,30.2
yes,female,37,9-11th grade,93.5,162.6,35.4
yes,male,30,9-11th grade,101.9,172.1,34.4
yes,male,71,9-11th grade,46.7,156.9,19.0
no,male,41,9-11th grade,69.9,171.0,23.9
no,female,51,College or above,97.1,163.3,36.4
no,male,31,College or above,84.5,177.6,26.8
yes,female,27,Some college / AA,57.7,156.5,23.6
no,female,51,9-11th grade,48.0,146.1,22.5
no,female,55,9-11th grade,68.7,159.3,27.1
no,male,24,HS or GED,83.2,167.9,29.5
yes,female,42,9-11th grade,102.7,156.5,41.9
no,female,80,College or above,36.0,147.5,16.5
yes,male,39,9-11th grade,84.0,174.6,27.6
yes,female,70,College or above,74.0,160.4,28.8
no,male,80,HS or GED,49.3,156.4,20.2
no,male,19,Some college / AA,75.2,162.4,28.5
no,female,51,Some college / AA,77.2,170.6,26.5
no,female,80,Some college / AA,62.0,145.8,29.2
no,male,19,Some college / AA,89.8,179.7,27.8
no,female,79,HS or GED,79.7,156.4,32.6
no,male,70,Some college / AA,71.3,167.2,25.5
yes,male,21,Some college / AA,58.1,169.1,20.3
no,male,18,Some college / AA,88.9,180.7,27.2
no,male,24,9-11th grade,82.2,174.5,27.0
no,male,26,Some college / AA,97.4,175.4,31.7
yes,male,43,Some college / AA,102.3,179.5,31.8
no,male,34,College or above,95.6,172.7,32.1
yes,male,80,Some college / AA,75.0,182.1,22.6
no,female,19,Some college / AA,82.2,172.6,27.6
no,male,37,HS or GED,84.0,169.6,29.2
no,female,69,Some college / AA,89.4,159.4,35.2
no,female,38,Some college / AA,93.0,172.1,31.4
no,female,80,Some college / AA,59.5,154.6,24.9
no,female,34,College or above,94.0,182.3,28.3
no,female,23,College or above,72.1,166.4,26.0
no,female,80,HS or GED,60.9,153.7,25.8
no,female,56,HS or GED,81.5,148.9,36.8
yes,female,34,Some college / AA,86.9,163.9,32.3
yes,male,51,9-11th grade,52.7,154.4,22.1
no,female,60,College or above,61.0,161.8,23.3
yes,female,65,9-11th grade,75.2,157.5,30.3
yes,male,56,Some college / AA,85.7,168.7,30.1
no,male,78,Some college / AA,57.9,164.3,21.4
no,male,30,HS or GED,72.3,177.1,23.1
no,female,60,College or above,65.1,172.9,21.8
yes,female,59,College or above,72.2,167.2,25.8
no,female,37,College or above,57.8,153.0,24.7
yes,male,54,HS or GED,89.2,189.1,24.9
yes,female,60,College or above,49.8,159.8,19.5
no,female,45,College or above,64.9,162.0,24.7
no,female,42,College or above,50.9,156.7,20.7
no,female,45,HS or GED,57.3,145.5,27.1
yes,female,30,Some college / AA,56.1,156.6,22.9
no,male,42,College or above,99.4,181.4,30.2
no,female,25,College or above,54.8,160.4,21.3
no,female,34,Some college / AA,76.8,164.1,28.5
no,female,38,College or above,63.4,158.7,25.2
yes,male,33,College or above,78.0,178.7,24.4
yes,male,44,HS or GED,109.0,185.0,31.8
no,female,61,College or above,83.0,166.7,29.9
yes,male,34,Some college / AA,68.9,179.4,21.4
yes,male,56,College or above,81.34267560889516,166.1428344791116,29.382197103497
no,female,21,Some college / AA,91.9,167.9,32.6
no,male,55,HS or GED,133.5,180.1,41.2
no,male,49,College or above,79.0,174.6,25.9
no,male,38,College or above,116.3,174.8,38.1
yes,male,46,Some college / AA,112.9,178.0,35.6
yes,male,43,HS or GED,81.8,174.8,26.8
no,female,26,HS or GED,62.4,161.0,24.1
no,male,76,College or above,58.4,182.3,17.6
yes,male,65,College or above,88.3,182.6,26.5
no,female,22,HS or GED,86.2,167.3,30.8
no,male,36,College or above,92.5,187.5,26.3
no,female,61,College or above,52.5,155.6,21.7
yes,male,24,HS or GED,80.6,171.5,27.4
yes,male,31,HS or GED,94.8,184.1,28.0
yes,male,38,HS or GED,93.2,171.2,31.8
yes,male,64,HS or GED,87.0,174.2,28.7
yes,male,80,College or above,88.3,176.3,28.4
yes,male,57,HS or GED,66.8,177.4,21.2
no,female,18,Some college / AA,64.5,163.9,24.0
no,female,34,HS or GED,88.3,153.8,37.3
no,female,27,College or above,56.9,160.3,22.1
no,female,22,Some college / AA,71.0,145.2,33.7
no,female,54,College or above,91.3,155.6,37.7
yes,male,63,Some college / AA,104.5,179.6,32.4
no,female,23,Some college / AA,69.0,160.6,26.8
no,male,80,College or above,66.5,171.9,22.5
no,female,41,Some college / AA,71.4,163.9,26.6
yes,female,53,9-11th grade,83.8,161.2,32.2
no,male,57,9-11th grade,101.7,179.0,31.7
no,female,54,HS or GED,47.4,144.3,22.8
no,male,41,Some college / AA,52.2,156.4,21.3
yes,female,57,9-11th grade,72.5,162.8,27.4
no,female,26,Some college / AA,112.2,170.3,38.7
no,female,47,College or above,73.1,153.2,31.1
no,male,48,College or above,84.1,178.6,26.4
no,female,47,Some college / AA,68.5,153.5,29.1
no,female,18,Some college / AA,111.1,168.4,39.2
yes,female,26,HS or GED,68.4,161.7,26.2
no,male,40,Some college / AA,89.4,179.3,27.8
no,female,53,College or above,58.8,164.7,21.7
yes,male,47,9-11th grade,80.2,175.1,26.2
no,female,72,Some college / AA,74.3,157.5,30.0
no,female,23,Some college / AA,74.6,166.9,26.8
no,male,25,College or above,83.3,184.7,24.4
no,male,48,HS or GED,110.8,179.9,34.2
yes,female,31,HS or GED,93.2,163.6,34.8
yes,male,57,9-11th grade,61.8,168.0,21.9
yes,male,71,College or above,81.34267560889516,166.1428344791116,29.382197103497
no,male,28,Some college / AA,123.5,176.5,39.6
no,male,37,College or above,62.4,167.1,22.3
yes,male,57,College or above,98.3,184.1,29.0
yes,male,19,Some college / AA,121.1,182.8,36.2
no,female,37,Some college / AA,111.6,169.2,39.0
no,male,53,HS or GED,69.4,171.7,23.5
yes,male,34,9-11th grade,101.7,177.1,32.4
no,female,37,Some college / AA,103.8,158.5,41.3
yes,female,56,Some college / AA,63.6,160.8,24.6
no,female,22,HS or GED,101.8,169.1,35.6
no,male,32,HS or GED,65.3,173.5,21.7
yes,male,44,HS or GED,85.5,180.2,26.3
yes,male,31,Some college / AA,120.3,193.6,32.1
yes,female,72,College or above,62.1,163.1,23.3
no,male,34,9-11th grade,80.9,169.7,28.1
no,female,34,College or above,47.7,159.5,18.7
no,female,60,9-11th grade,63.5,151.0,27.8
no,female,31,9-11th grade,80.5,166.2,29.1
no,female,19,Some college / AA,83.1,162.6,31.4
yes,female,37,HS or GED,89.6,162.0,34.1
no,male,45,Some college / AA,72.2,157.5,29.1
yes,male,61,9-11th grade,68.7,167.4,24.5
yes,male,31,Some college / AA,69.9,180.2,21.5
no,female,47,HS or GED,76.9,160.2,30.0
no,female,60,Some college / AA,76.3,155.7,31.5
no,male,42,9-11th grade,83.9,166.9,30.1
no,female,23,HS or GED,102.0,161.5,39.1
yes,male,26,Some college / AA,87.0,183.6,25.8
yes,female,65,Some college / AA,63.3,157.3,25.6
no,female,57,College or above,69.8,153.7,29.5
no,male,58,College or above,83.9,177.7,26.6
no,female,57,Some college / AA,60.5,166.7,21.8
no,female,27,College or above,66.4,154.6,27.8
no,female,48,9-11th grade,94.2,170.6,32.4
yes,female,31,Some college / AA,75.1,161.4,28.8
no,female,69,Some college / AA,75.6,150.8,33.2
no,female,36,Some college / AA,71.1,162.1,27.1
yes,male,26,Some college / AA,78.1,185.8,22.6
no,female,23,College or above,53.9,167.5,19.2
yes,female,55,Some college / AA,77.5,149.8,34.5
no,male,45,Some college / AA,120.0,173.6,39.8
yes,male,62,HS or GED,75.1,169.4,26.2
no,male,38,HS or GED,84.4,165.7,30.7
yes,male,66,HS or GED,86.0,172.8,28.8
no,male,63,College or above,108.7,182.1,32.8
yes,male,70,9-11th grade,71.7,172.2,24.2
no,male,23,Some college / AA,57.9,178.6,18.2
yes,male,33,Some college / AA,82.3,164.1,30.6
no,female,49,College or above,63.1,164.0,23.5
no,female,66,Some college / AA,69.1,158.9,27.4
no,male,26,Some college / AA,89.4,170.4,30.8
yes,male,52,HS or GED,70.1,170.5,24.1
no,male,67,9-11th grade,64.6,163.2,24.3
yes,male,60,College or above,70.1,166.3,25.3
no,female,73,College or above,74.2,157.7,29.8
yes,male,64,9-11th grade,78.7,176.8,25.2
yes,female,54,9-11th grade,68.8,169.8,23.9
no,female,68,College or above,76.3,169.7,26.5
no,male,34,HS or GED,85.3,168.3,30.1
no,female,74,College or above,89.5,169.9,31.0
no,female,80,HS or GED,58.4,149.7,26.1
no,male,31,College or above,74.2,167.8,26.4
no,male,52,HS or GED,96.1,180.3,29.6
yes,female,65,College or above,81.5,159.9,31.9
yes,male,45,College or above,86.5,183.1,25.8
yes,female,51,College or above,58.7,157.2,23.8
no,female,80,College or above,47.9,152.4,20.6
yes,female,55,Some college / AA,90.3,160.4,35.1
yes,female,30,9-11th grade,114.1,163.6,42.6
yes,male,29,Some college / AA,65.8,166.5,23.7
yes,male,35,9-11th grade,68.5,168.8,24.0
yes,male,40,HS or GED,112.0,182.6,33.6
no,female,50,College or above,97.8,170.8,33.5
no,male,29,College or above,85.1,175.0,27.8
no,female,18,Some college / AA,87.7,173.8,29.0
yes,female,61,Some college / AA,98.1,164.1,36.4
no,female,30,College or above,59.4,155.5,24.6
no,female,80,HS or GED,78.6,162.5,29.8
no,male,33,Some college / AA,98.3,179.5,30.5
no,male,43,College or above,103.6,172.3,34.9
no,female,79,HS or GED,48.6,157.8,19.5
no,female,52,College or above,79.5,159.3,31.3
yes,male,44,HS or GED,92.5,175.0,30.2
yes,male,72,College or above,68.5,167.3,24.5
yes,male,67,College or above,72.1,169.4,25.1
no,female,24,College or above,81.4,157.7,32.7
yes,male,58,HS or GED,70.0,174.8,22.9
yes,male,75,HS or GED,114.0,168.1,40.3
yes,female,75,Some college / AA,52.3,156.5,21.4
no,male,46,College or above,92.3,181.3,28.1
yes,female,25,Some college / AA,73.5,165.5,26.8
yes,male,52,HS or GED,99.3,174.4,32.6
no,female,18,Some college / AA,61.5,165.6,22.4
no,female,64,HS or GED,76.1,168.3,26.9
no,female,22,Some college / AA,64.2,166.6,23.1
no,male,23,Some college / AA,94.2,175.9,30.4
yes,male,40,HS or GED,80.7,179.3,25.1
yes,male,23,HS or GED,98.0,179.8,30.3
yes,male,70,Some college / AA,97.5,179.6,30.2
yes,male,32,College or above,67.3,172.8,22.5
no,male,54,College or above,109.1,185.5,31.7
no,female,39,Some college / AA,89.9,162.8,33.9
yes,female,80,College or above,69.3,159.7,27.2
yes,female,74,Some college / AA,83.8,155.5,34.7
yes,female,30,College or above,58.9,172.5,19.8
yes,male,60,9-11th grade,95.5,166.2,34.6
yes,male,79,College or above,86.2,175.0,28.1
yes,male,23,College or above,77.0,171.4,26.2
yes,male,53,HS or GED,65.8,179.1,20.5
yes,female,63,Some college / AA,81.34267560889516,166.1428344791116,29.382197103497
yes,male,61,9-11th grade,81.7,169.6,28.4
yes,male,27,9-11th grade,111.4,185.6,32.3
yes,male,22,Some college / AA,102.5,179.7,31.7
yes,female,53,Some college / AA,77.9,159.9,30.5
no,female,51,College or above,52.3,158.1,20.9
no,female,52,HS or GED,46.8,144.9,22.3
yes,female,75,Some college / AA,66.7,157.8,26.8
no,female,18,Some college / AA,41.6,160.2,16.2
yes,male,32,Some college / AA,108.0,168.5,38.0
yes,male,49,Some college / AA,83.2,175.7,27.0
no,female,40,College or above,80.0,168.4,28.2
no,female,19,Some college / AA,81.34267560889516,166.1428344791116,29.382197103497
yes,male,61,College or above,129.8,173.3,43.2
no,male,19,Some college / AA,72.4,171.2,24.7
no,female,42,College or above,68.2,166.7,24.5
yes,female,36,HS or GED,81.34267560889516,166.1428344791116,29.382197103497
no,male,52,Some college / AA,78.4,165.5,28.6
yes,male,35,College or above,99.0,184.2,29.2
no,female,67,College or above,72.0,166.7,25.9
yes,male,41,Some college / AA,107.9,171.6,36.6
yes,male,46,HS or GED,75.8,165.2,27.8
yes,male,59,HS or GED,78.0,163.8,29.1
no,female,20,Some college / AA,80.1,170.0,27.7
no,male,74,College or above,58.6,168.5,20.6
yes,female,55,9-11th grade,83.9,160.1,32.7
no,male,49,9-11th grade,76.5,180.3,23.5
yes,male,80,HS or GED,68.0,182.0,20.5
yes,male,43,HS or GED,126.3,173.4,42.0
yes,male,42,HS or GED,88.4,178.1,27.9
yes,male,59,College or above,80.2,167.8,28.5
yes,male,73,Some college / AA,110.9,177.8,35.1
no,female,56,College or above,81.2,165.5,29.6
yes,female,55,College or above,76.7,161.1,29.6
yes,female,33,College or above,60.3,167.5,21.5
no,female,44,College or above,86.1,172.4,29.0
no,female,49,College or above,59.4,160.5,23.1
no,male,35,Some college / AA,81.9,175.9,26.5
no,male,50,Some college / AA,89.6,175.0,29.3
yes,male,54,Some college / AA,72.0,159.6,28.3
no,male,30,College or above,116.1,188.4,32.7
no,male,56,College or above,91.9,170.8,31.5
no,female,48,College or above,72.6,176.3,23.4
no,female,64,College or above,90.6,157.1,36.7
no,male,22,HS or GED,88.0,181.4,26.7
no,male,28,College or above,90.1,178.4,28.3
yes,female,45,Some college / AA,107.6,155.3,44.6
no,male,34,HS or GED,83.9,163.6,31.3
no,female,30,College or above,55.4,160.3,21.6
no,female,40,HS or GED,64.7,147.2,29.9
yes,male,67,9-11th grade,57.8,176.3,18.6
no,female,63,9-11th grade,89.0,152.5,38.3
yes,female,56,HS or GED,87.0,160.7,33.7
no,female,28,9-11th grade,76.0,161.1,29.3
no,female,47,Some college / AA,53.9,164.3,20.0
no,female,30,College or above,109.8,175.6,35.6
yes,male,58,Some college / AA,97.2,174.2,32.0
no,female,30,College or above,70.8,158.3,28.3
no,female,52,Some college / AA,110.0,168.2,38.9
yes,female,63,College or above,52.9,154.5,22.2
no,female,66,Some college / AA,62.8,148.2,28.6
yes,male,35,College or above,77.9,178.0,24.6
no,male,74,College or above,72.7,176.9,23.2
no,male,20,HS or GED,81.9,169.3,28.6
no,male,46,College or above,46.2,174.8,15.1
yes,male,68,HS or GED,74.4,164.3,27.6
yes,male,76,Some college / AA,104.1,179.0,32.5
yes,male,38,Some college / AA,73.0,160.2,28.4
no,female,62,Some college / AA,61.3,168.7,21.5
no,female,61,9-11th grade,58.0,147.3,26.7
yes,female,51,Some college / AA,78.2,166.9,28.1
no,female,27,College or above,55.3,162.6,20.9
no,female,18,Some college / AA,57.6,155.8,23.7
no,male,64,9-11th grade,81.34267560889516,166.1428344791116,29.382197103497
no,female,27,College or above,70.1,162.8,26.4
no,male,33,College or above,76.4,168.0,27.1
no,male,19,Some college / AA,64.7,162.0,24.7
yes,female,62,College or above,74.7,160.8,28.9
yes,female,23,Some college / AA,68.1,167.0,24.4
